Name	TMPQ	KLVF	CPJM	XGUX
VCNG	55	11	15	19
ECZN	74	23	1	2
XDDV	50	1	22	27
QNUF	20	1	44	35
EGQF	28	38	11	23
ZQIQ	12	74	12	2
IQFF	95	0	4	1
DCOP	76	13	2	9
PTBJ	23	69	7	1
WJHL	38	18	41	3
MVEK	18	44	11	27
XOZG	84	11	0	5
EBPN	96	0	1	3
XHHW	94	5	0	1
GXTO	87	11	1	1
GKFP	2	89	6	3
EBCK	15	80	3	2
IRYK	16	46	22	16
OWNG	63	30	4	3
RGRZ	85	5	8	2
QKYY	21	53	18	8
FEMU	97	2	0	1
FUES	32	5	45	18
NSIK	9	5	44	42
ULLH	55	36	6	3
HZMY	87	11	0	2
RALR	5	67	12	16
LNGN	30	12	7	51
SPOD	62	8	12	18
TBMK	95	1	3	1
VSTL	22	31	38	9
SXSA	34	4	21	41
YETG	62	20	10	8
KXVG	64	32	3	1
YYGC	44	28	17	11
VNCC	78	6	0	16
SVCH	13	7	66	14
XTEI	72	9	7	12
UYEP	50	44	4	2
YMYX	57	30	1	12
RREV	22	45	22	11
CTZN	80	2	0	18
FCTS	14	19	1	66
OXNH	41	15	34	10
IEJO	37	45	4	14
BZMM	77	17	4	2
FFBS	78	15	4	3
KEEL	48	4	4	44
UROV	31	61	5	3
PQYL	38	49	2	11
CHFJ	47	16	13	24
SLOQ	54	3	40	3
ZFDW	63	5	9	23
IYRL	85	14	0	1
PDGK	91	4	1	4
XYBA	76	17	0	7
FZEU	81	15	2	2
KVOT	63	32	3	2
JOXQ	34	49	1	16
IIFQ	51	30	1	18
GBWW	43	12	4	41
YMRB	16	2	13	69
ISRH	68	18	7	7
KDJK	98	1	0	1
RZDH	19	40	7	34
TRWF	66	22	4	8
BFPE	71	27	1	1
POJV	4	52	36	8
XMLL	25	14	15	46
NOTZ	52	47	0	1
AUCA	91	1	2	6
YUGG	0	92	0	8
KUMD	95	1	3	1
EKTK	46	8	24	22
RVFE	96	1	1	2
UGVD	41	28	30	1
RFEG	26	13	6	55
THVO	64	27	7	2
JJQL	97	2	0	1
YACA	52	24	14	10
NQAO	85	12	1	2
FODF	97	1	1	1
OKPI	63	26	4	7
XFRL	66	24	7	3
FCFT	67	16	3	14
QVAU	94	2	0	4
UMGA	40	20	15	25
QMSX	77	4	11	8
LICF	8	70	0	22
LYLH	92	5	2	1
OPNR	37	16	5	42
SKLG	39	20	22	19
QNWX	28	43	4	25
MXPW	58	5	13	24
NUSM	65	15	1	19
WEFK	93	3	2	2
YRYS	43	26	24	7
LPKQ	9	70	2	19
RYVU	12	66	4	18
QSUT	88	5	5	2
IQNJ	8	39	28	25
GRED	68	17	1	14
EIVO	67	31	0	2
GJPV	75	13	3	9
YDYO	96	0	0	4
YWHA	34	36	13	17
HRQL	20	7	31	42
KZEF	53	26	1	20
HXNI	89	2	2	7
NFPS	51	0	11	38
LNOI	39	46	14	1
SYJO	44	49	3	4
EUIL	48	0	35	17
ZTRL	31	10	44	15
MBSS	8	17	74	1
LQXD	79	2	10	9
ZEUL	36	48	5	11
LGHA	99	0	0	1
UWWC	60	8	7	25
XQWJ	68	17	11	4
DLHR	88	1	0	11
PXAY	40	23	1	36
ULRC	63	19	11	7
UABF	90	3	0	7
NYCR	21	47	9	23
UZIC	45	25	5	25
ZWDF	82	3	1	14
FEHB	99	0	0	1
LGMZ	76	22	0	2
ZYHE	78	15	6	1
MIZE	8	43	39	10
EYZC	12	86	0	2
TUQF	50	47	1	2
SWDS	53	4	42	1
YWAA	48	5	33	14
WHWX	62	20	5	13
IMXQ	94	4	0	2
DQZH	78	13	6	3
MWMO	36	51	2	11
CZBQ	87	7	5	1
NTHW	39	5	23	33
JGBP	33	52	12	3
FBTS	48	50	0	2
LKJG	73	1	5	21
NVZB	16	26	35	23
XRKK	53	15	4	28
QKZA	3	39	50	8
YHYK	64	18	1	17
JYQR	2	18	66	14
KBNE	45	11	14	30
JJIY	62	9	23	6
ZKFS	65	12	13	10
OBRN	79	11	5	5
SUSN	15	25	14	46
JLWO	20	44	19	17
YQLA	27	18	21	34
OKYJ	83	4	10	3
ZVQR	65	27	5	3
PPLM	94	3	1	2
YJDL	79	0	12	9
LGNN	28	9	11	52
KUDI	4	38	21	37
QFXO	76	21	1	2
AAOI	68	24	4	4
AVYB	22	17	33	28
PDDJ	66	16	3	15
VIEX	17	20	19	44
DFXA	13	22	27	38
GYFP	35	37	9	19
ZEGV	18	66	0	16
BUEC	40	9	11	40
RKKN	53	13	29	5
PBAC	96	0	1	3
EYUH	90	8	1	1
DXCZ	43	14	3	40
LSYS	9	18	40	33
OUCV	28	34	14	24
DGSF	68	22	8	2
VKUN	32	25	24	19
MINC	4	75	3	18
ICJW	92	6	1	1
ERMQ	35	30	34	1
QJTT	53	10	22	15
IDFT	83	16	0	1
LOSG	69	6	20	5
EJJT	92	2	4	2
SIWZ	90	5	4	1
YTJN	57	23	0	20
YDCC	80	11	6	3
DTKR	24	11	31	34
AKZP	96	3	0	1
VIUY	39	13	23	25
UJSD	67	27	1	5
FGRD	69	29	1	1
OMHQ	43	20	34	3
JJXP	62	15	2	21
UIEK	33	15	16	36
JROO	33	18	40	9
EIMG	95	4	0	1
WMHY	86	7	3	4
AUNB	40	5	21	34
YNSJ	72	8	3	17
UTCC	7	9	14	70
AKIR	41	49	9	1
VWLM	68	27	1	4
WBNY	18	35	11	36
VUXF	70	2	1	27
TFWU	43	16	40	1
JEJZ	25	33	4	38
QGXB	43	47	9	1
SOEX	66	31	0	3
QLLS	75	22	0	3
RPRG	57	15	13	15
WEYY	99	0	0	1
NAEH	24	9	1	66
QRXU	34	51	11	4
SYHM	54	1	42	3
RFUW	47	23	24	6
KGZR	80	0	2	18
LGLN	77	1	0	22
XUMF	58	31	1	10
FRLL	10	23	56	11
UKKT	68	6	6	20
LXCO	76	14	2	8
RVZU	97	2	0	1
KIQX	67	22	1	10
OOFS	75	7	11	7
WATC	85	11	1	3
XJRV	15	73	6	6
VLRD	35	4	24	37
CUWA	52	3	39	6
JWWA	32	45	18	5
UGRD	11	27	32	30
YYBN	81	11	5	3
COOK	20	18	48	14
GWCI	70	17	6	7
NVVV	19	61	0	20
FZAG	77	20	0	3
VUMS	47	6	13	34
IHPC	44	0	31	25
JPUK	70	0	12	18
DGSQ	85	10	4	1
OOEL	34	42	9	15
BPPG	46	12	7	35
OFST	73	12	12	3
KFVB	87	9	2	2
OUCQ	42	23	26	9
SLRC	37	11	15	37
AEEG	78	5	9	8
AZWD	24	2	12	62
JIJM	92	5	1	2
UNQB	81	7	9	3
UBQJ	28	39	12	21
AQVC	47	7	24	22
VFNE	37	38	9	16
CHQL	51	38	2	9
ROFY	82	13	1	4
YFTY	48	41	3	8
SOKL	51	48	0	1
HCWL	80	9	7	4
TAYT	75	3	7	15
CQDR	38	18	38	6
ATFX	81	0	7	12
TFZZ	80	4	6	10
LINA	30	36	6	28
EVFT	64	35	0	1
XGUD	69	3	7	21
JQOZ	41	18	40	1
UYTY	91	8	0	1
HPQC	76	16	6	2
YADE	5	74	17	4
ZFWC	13	9	6	72
RYAX	21	17	23	39
XLUS	2	95	1	2
QDBY	42	26	13	19
QKVJ	52	6	34	8
TXVU	84	8	5	3
QQEO	45	23	1	31
PJLA	80	4	5	11
BUES	65	23	0	12
OEOR	8	50	6	36
NYYE	43	56	0	1
NWJZ	3	37	1	59
BKIS	91	4	3	2
CQBE	88	6	0	6
LQWJ	87	11	0	2
KMVJ	23	24	27	26
YVTQ	27	2	35	36
UFZE	4	45	21	30
HXZO	41	53	0	6
GNPD	50	46	2	2
XMIR	19	12	11	58
VIOP	53	27	12	8
LXEV	40	39	2	19
PVVV	42	25	22	11
IDMT	10	78	10	2
SQNW	32	17	24	27
PLYX	30	30	32	8
PKIC	27	38	11	24
QNWT	71	13	8	8
ECWL	72	21	4	3
HRZC	40	37	0	23
KXYC	99	0	0	1
SERV	34	37	1	28
CRCP	78	20	0	2
ICLP	68	2	10	20
TIAW	89	3	1	7
QXRS	57	35	3	5
YEPJ	17	53	4	26
AXMQ	68	19	0	13
VMNI	80	7	12	1
VQYL	26	60	6	8
TLXF	12	83	1	4
XWFN	44	9	33	14
KOGF	69	5	21	5
LDKU	46	25	3	26
ORYX	82	12	1	5
MPKO	65	23	10	2
QIUJ	18	22	24	36
BRGO	64	24	3	9
HMLR	48	14	12	26
EHPQ	50	21	27	2
ZWRB	50	44	4	2
UPKH	18	56	12	14
ZSIE	99	0	0	1
CZXE	38	36	11	15
BFTR	84	7	1	8
VOND	78	11	5	6
WAJH	59	34	1	6
OGLN	47	39	11	3
WTWD	30	24	34	12
KRPI	21	29	7	43
DVBF	43	39	4	14
YNWU	73	6	10	11
YHEJ	72	7	19	2
UQAM	17	62	9	12
ITZJ	47	3	22	28
LKHA	6	56	35	3
GAIO	11	23	29	37
JLYM	11	17	23	49
EASH	93	5	1	1
TXKG	17	3	42	38
XWIR	66	0	19	15
QSXB	48	0	49	3
IAWJ	86	1	3	10
JPTD	80	6	6	8
DXHY	21	73	2	4
PPVL	17	62	11	10
IVFL	79	13	3	5
WNXH	92	2	3	3
HPNW	71	2	13	14
UPCH	7	44	36	13
KBXR	35	45	1	19
UORA	64	0	8	28
JKQH	65	32	0	3
AHPM	66	1	17	16
FCES	18	58	11	13
MAPO	57	20	11	12
AWVB	6	24	28	42
FMZL	53	20	9	18
THFS	65	18	9	8
LMHL	30	52	16	2
JASB	45	44	10	1
LTKP	78	2	19	1
QFHQ	28	9	46	17
SJWX	96	3	0	1
JOQT	51	25	20	4
LGJC	62	13	7	18
OVCW	40	36	19	5
HAUA	62	5	22	11
QWDM	87	5	0	8
FUVH	59	5	6	30
YYOR	76	10	2	12
OUBO	32	52	1	15
NVTX	36	11	42	11
KFPT	95	1	1	3
BGPU	48	32	7	13
BGJW	70	15	1	14
BCYO	63	0	25	12
YCKG	94	2	2	2
TZXV	24	62	6	8
NLTV	16	59	11	14
OKAR	65	24	3	8
CREI	17	53	3	27
EFON	21	65	4	10
GLBM	69	19	6	6
QESM	31	15	21	33
SJOH	70	5	16	9
ISMB	17	30	17	36
GEHY	88	1	3	8
YZFY	6	72	9	13
MMWW	42	41	8	9
WZGN	63	24	12	1
SOKN	25	17	23	35
ZKNL	8	8	64	20
KJIQ	41	12	39	8
GQFT	65	29	2	4
FBLG	46	19	7	28
KULV	53	1	22	24
BILI	62	27	5	6
PXWF	46	5	23	26
YFTP	38	0	48	14
JCEQ	73	14	12	1
PXVW	17	29	10	44
HTKA	13	81	3	3
DOAA	26	53	9	12
PRFD	2	68	21	9
GGSX	16	39	1	44
ABJH	74	7	12	7
LJOG	8	18	14	60
OEPM	82	9	8	1
GPSD	64	17	1	18
NSDZ	45	30	3	22
NRSN	43	47	1	9
IQXY	49	25	17	9
CCKI	95	0	3	2
LQDC	80	11	8	1
QKHQ	64	2	0	34
NXYJ	68	26	5	1
YVFD	98	0	0	2
PSQN	51	17	2	30
BOKQ	26	17	38	19
GPIW	44	37	10	9
FMYG	20	69	5	6
UYYV	19	39	1	41
RRDD	69	29	0	2
IOTL	59	9	23	9
FXHN	71	24	2	3
GRGI	49	31	4	16
QLUB	74	16	5	5
YFST	71	3	22	4
XFVP	63	27	5	5
AQHM	63	23	5	9
ZWVF	34	14	35	17
CYJW	58	7	9	26
SPUA	74	13	4	9
MKSW	85	10	3	2
VNPC	2	13	80	5
IXOJ	89	2	7	2
GMTB	57	12	10	21
BMMX	9	6	45	40
MDIM	53	2	12	33
LTTO	3	32	25	40
RGQW	33	35	6	26
XYVH	39	18	31	12
ADFY	6	38	46	10
UFXJ	13	47	32	8
TAMO	94	5	0	1
GWBT	54	14	18	14
ENFD	76	12	4	8
QNQZ	92	4	3	1
BTMF	97	1	0	2
XITL	36	23	31	10
HEEN	8	24	39	29
RRFJ	1	40	5	54
MWOA	37	30	6	27
COOO	93	2	1	4
FMRK	17	53	10	20
JLLV	29	22	18	31
BHVY	97	0	1	2
MELZ	88	6	0	6
QQYD	87	4	4	5
FNZV	75	18	1	6
KDEB	15	68	1	16
HSQZ	30	59	7	4
HGKH	7	18	54	21
VNRK	0	91	7	2
TWCF	34	18	4	44
BGXS	76	2	7	15
XIEO	46	40	12	2
GOOR	54	19	15	12
PMRD	89	2	4	5
WNTY	56	27	4	13
AMOH	8	35	52	5
EMWN	16	75	4	5
HONU	86	7	3	4
TGOW	87	10	0	3
ULPX	12	59	7	22
BZKL	2	63	14	21
ZUQT	33	3	35	29
YFDS	11	71	4	14
GZLF	57	37	2	4
BGQB	23	17	13	47
ODJV	86	0	10	4
LYDN	75	12	11	2
FLFA	86	13	0	1
ZYGL	77	0	21	2
OZRC	82	5	5	8
BUWG	77	11	9	3
AHRV	38	33	23	6
ULBJ	23	30	26	21
EDKC	99	0	0	1
ZLLY	16	38	7	39
RITC	47	3	47	3
ROQK	49	5	35	11
NQTP	92	6	1	1
RMEU	70	26	0	4
VGXF	8	61	3	28
CHHT	33	40	13	14
OTSN	68	3	12	17
USJG	62	10	27	1
WPHU	18	73	7	2
HTEK	44	36	8	12
JLVP	21	29	5	45
SMHA	75	15	0	10
ONZL	39	8	13	40
SZZD	70	20	2	8
ANCG	46	0	23	31
GNQK	90	8	0	2
DATL	28	59	9	4
FFYB	51	8	27	14
MVLN	70	25	3	2
YEUH	60	23	5	12
AIBM	27	6	38	29
YFSL	84	8	6	2
IDEY	82	13	3	2
RFXF	2	46	9	43
WZDR	23	34	7	36
WXOG	8	8	45	39
PSCW	33	56	6	5
BPIU	80	10	3	7
DDHG	61	15	2	22
GPTP	5	61	15	19
FQST	67	7	1	25
NVJR	63	20	13	4
KUXL	91	7	1	1
THZM	70	13	6	11
DIGH	19	13	55	13
YQBD	30	18	31	21
IYOZ	82	5	11	2
UWED	80	14	2	4
JSHZ	78	15	2	5
NCKL	39	60	0	1
DWHP	57	5	16	22
ILMW	15	42	14	29
LBDK	45	19	21	15
YUEN	56	10	27	7
VEOL	29	30	26	15
AXNF	57	0	1	42
HUCQ	20	1	3	76
BGBY	63	31	1	5
CDCA	88	7	2	3
GYLW	6	66	12	16
EPEW	33	37	19	11
ZCXJ	22	60	13	5
XNMR	59	17	22	2
TLFR	39	32	0	29
WQUD	31	41	24	4
RWBH	27	41	3	29
BFQR	85	11	1	3
KZFM	29	36	14	21
EYEY	3	60	4	33
LCFX	16	74	2	8
QKJI	84	13	2	1
FOAO	78	14	3	5
RPRA	9	42	24	25
YWJG	95	4	0	1
CLTR	85	2	10	3
OVEL	67	23	9	1
JEKG	96	2	1	1
NOXB	41	43	11	5
NZCX	86	1	1	12
DGWY	51	31	2	16
TNPK	75	13	6	6
SZZZ	26	62	6	6
XWPL	40	4	0	56
WBOU	63	29	1	7
XNIL	4	60	28	8
AIRR	18	12	57	13
ACXP	23	43	8	26
KGMC	57	5	33	5
LAPD	74	8	14	4
LRNF	21	60	16	3
OYUF	92	1	5	2
ZQFK	24	75	0	1
HVJM	51	44	2	3
HBNL	83	0	9	8
LJKA	79	8	10	3
HSWQ	93	0	3	4
KKSN	32	20	8	40
WETS	86	3	3	8
XGUC	17	24	32	27
GVJL	59	27	13	1
CMVP	87	1	10	2
QVYN	71	11	10	8
FQIY	12	49	14	25
MCOT	74	24	0	2
PJBS	62	6	24	8
SYDZ	15	32	14	39
LWPL	90	9	0	1
EBNM	11	54	22	13
JGVD	18	63	0	19
LWUC	20	65	7	8
SFYZ	17	8	2	73
GZIV	95	0	2	3
HOGN	56	5	13	26
RIWZ	60	9	30	1
ZVJS	15	50	16	19
WOMY	51	29	2	18
HNHF	72	17	1	10
INPQ	69	3	1	27
XCAO	87	0	3	10
EYDU	45	52	1	2
ZTOB	51	10	14	25
VOTW	59	33	5	3
HUBM	47	21	30	2
MMJQ	55	39	0	6
OELG	68	22	3	7
TAPE	90	6	0	4
OHSH	22	47	27	4
ECIZ	54	22	12	12
HFKZ	33	16	13	38
JHPX	11	25	33	31
TMHO	72	24	3	1
FRJI	27	18	20	35
CCHD	21	67	5	7
VEFO	44	46	1	9
ZCJD	32	23	19	26
PBKV	61	22	1	16
NBQB	98	1	0	1
FIUX	42	2	52	4
HCAH	5	72	5	18
PZFY	90	9	0	1
BWIP	28	30	11	31
DOML	93	6	0	1
TPFX	31	34	11	24
YKOO	80	16	3	1
BLDC	94	4	0	2
LLHD	61	25	2	12
NNVC	89	5	4	2
KZBP	45	8	5	42
MUBM	60	12	1	27
DJJZ	4	61	11	24
DYTS	83	2	6	9
XSLX	36	9	36	19
MBMM	67	0	32	1
RGRA	33	6	25	36
DLCW	81	9	2	8
BHXP	98	1	0	1
BPOG	17	33	32	18
IXNJ	61	12	13	14
SCRN	7	1	71	21
GIBO	63	15	9	13
TPWR	33	28	23	16
QCUE	69	23	6	2
OPMF	17	63	6	14
FFCX	66	26	6	2
GNRO	98	0	1	1
HQRH	90	8	0	2
AXJJ	25	72	2	1
TPJM	65	2	18	15
KUUR	65	27	3	5
OCQS	53	12	9	26
ZUXH	87	3	1	9
HTNK	81	1	9	9
YIBI	14	84	1	1
WXPG	9	59	14	18
VTRS	69	13	13	5
VLFU	78	8	1	13
AGGV	69	27	2	2
TOJJ	28	25	5	42
WIAU	64	27	4	5
AVRD	66	25	1	8
XWOJ	61	31	6	2
QJKK	76	18	0	6
EHIK	8	59	30	3
DEAD	61	25	13	1
KOSA	12	46	35	7
RVAR	54	12	7	27
YPJW	96	1	2	1
OJSO	11	15	58	16
SOFA	16	72	2	10
USJQ	25	18	29	28
MITO	37	45	2	16
PQGQ	27	11	54	8
FALA	35	3	60	2
HURJ	41	58	0	1
XAGS	11	27	4	58
AZAT	45	34	2	19
YZJX	70	10	11	9
SXQX	19	44	7	30
NBEZ	72	27	0	1
PAYE	83	13	0	4
AKHX	42	49	3	6
VHMS	63	22	3	12
CPVY	76	20	2	2
XWUT	64	15	6	15
YLSW	54	18	18	10
MJZU	68	26	4	2
URGC	38	29	16	17
KDGB	93	4	0	3
ONEU	42	2	48	8
WTVC	20	42	23	15
GVEC	4	75	2	19
ENQG	96	3	0	1
HMUP	71	15	13	1
VVZG	78	18	3	1
XKZE	93	6	0	1
HCZX	88	0	4	8
ZNNL	23	25	29	23
HBMM	99	0	0	1
ZEVG	94	1	1	4
CRBA	91	3	5	1
KVSV	53	26	18	3
ILUO	50	16	21	13
JNRY	21	59	6	14
XEQY	78	2	17	3
WLKI	96	2	1	1
GTRM	11	48	27	14
SASL	88	7	3	2
DJCS	61	26	6	7
RCWT	46	53	0	1
ZJGO	75	19	0	6
TAMC	20	52	5	23
DYNX	46	6	34	14
CIPJ	90	3	4	3
RUSQ	56	9	25	10
QMXD	84	9	2	5
JPPK	2	30	35	33
DJVA	85	11	3	1
BQEW	43	31	1	25
GTLQ	43	26	15	16
LPUQ	50	15	25	10
SZYW	4	5	48	43
KWQS	48	41	6	5
VSHK	7	32	7	54
WETP	83	0	11	6
TBKJ	41	11	16	32
QGZK	49	26	20	5
WUYY	66	30	2	2
XNFL	96	2	1	1
VEHF	1	83	10	6
VGJB	60	9	6	25
MHAP	83	4	12	1
JVQE	12	6	70	12
OEXL	59	19	17	5
BREM	67	6	1	26
NPWB	65	14	9	12
FEVD	32	59	3	6
JRAX	77	17	1	5
CLPA	76	9	6	9
PVCE	8	83	7	2
GTCM	66	14	7	13
ZCIG	59	15	17	9
ADPX	41	48	5	6
DGBX	1	0	59	40
JSZG	96	2	0	2
XYKC	34	58	0	8
JHTE	1	72	15	12
RNGR	9	35	6	50
MBPQ	42	44	9	5
JJAQ	79	12	1	8
FEUB	92	2	4	2
ZHSA	27	1	48	24
FSOW	19	0	33	48
WVMX	12	38	0	50
YSOF	15	38	21	26
JMPE	2	31	34	33
TWQD	74	25	0	1
QMTP	56	31	4	9
IIEU	93	5	0	2
OEUD	56	9	29	6
GZSE	68	28	0	4
ZVTK	46	45	2	7
GUQP	73	2	0	25
DLJC	53	22	4	21
RWAE	77	7	6	10
MBKX	81	4	5	10
NKKM	93	5	0	2
KENV	9	73	1	17
NICD	41	53	1	5
ZSFR	53	42	3	2
SFSX	85	10	3	2
AZPP	75	22	0	3
SNIR	50	14	34	2
TITK	34	3	33	30
RFUK	82	10	5	3
YVXG	14	40	22	24
IMOR	2	2	26	70
FWAA	59	32	8	1
WZNN	61	3	12	24
UVFY	32	39	21	8
RKLJ	82	8	4	6
WETI	2	25	33	40
ITJF	76	17	0	7
WKSN	37	8	31	24
QJTS	44	29	14	13
LPRU	32	38	0	30
UUEP	83	15	0	2
BVSO	87	8	4	1
ASVL	33	55	2	10
VAQP	74	23	2	1
ERLL	15	5	6	74
QOYO	23	9	39	29
NADO	84	11	2	3
WVIZ	72	22	5	1
TOAC	97	1	1	1
DGDS	61	29	3	7
EXXC	71	18	3	8
ZNAX	21	35	14	30
WDLK	26	10	55	9
ZYLG	56	30	5	9
UAWF	96	0	2	2
YKXA	14	53	25	8
BZEU	12	48	11	29
CRHJ	61	19	3	17
ZMVD	94	5	0	1
MERG	39	37	21	3
TOKD	51	4	42	3
YGML	14	7	54	25
IOWJ	54	24	21	1
YBWF	67	19	7	7
VNNS	94	2	1	3
CXFC	41	12	1	46
FJSU	84	7	1	8
PUXW	7	88	3	2
NNXV	48	20	3	29
TZSF	72	9	4	15
RQGD	33	62	3	2
SEKV	11	37	10	42
TQWW	42	33	15	10
JIGY	82	16	0	2
KZPD	16	76	7	1
DQST	1	5	75	19
JNAJ	97	2	0	1
IVIH	74	16	3	7
IZFN	2	25	22	51
EUSY	51	12	21	16
ZEDK	52	38	9	1
UGOW	99	0	0	1
EHVK	27	46	21	6
QNGZ	78	10	2	10
THKM	64	14	7	15
RFXF	82	5	7	6
TQRA	79	5	15	1
NWNG	61	30	3	6
QXLT	30	53	0	17
YDKJ	5	67	13	15
BYFL	31	17	46	6
XOYZ	23	17	13	47
LWFA	62	37	0	1
IMMN	57	21	17	5
MHRT	53	23	10	14
YIUH	52	22	18	8
IMTB	53	39	4	4
GEIL	73	12	11	4
MTYT	76	2	9	13
HHGS	72	21	3	4
OLSC	52	15	32	1
ZSLA	65	9	5	21
DJIU	5	65	13	17
PWOT	35	20	1	44
FMJV	5	2	65	28
SPIF	13	66	10	11
AMSC	83	3	2	12
XYXR	8	3	86	3
PEIE	0	96	3	1
FCFP	23	39	15	23
TZPX	92	7	0	1
JWQN	10	77	3	10
OMDZ	99	0	0	1
LZBD	80	14	4	2
KMNP	69	23	1	7
ZHTE	6	38	11	45
HSQX	10	44	31	15
PBQG	78	6	5	11
ZOUD	26	58	15	1
JDXK	9	11	47	33
EKUY	32	62	0	6
HKFS	20	8	56	16
KXJX	47	44	8	1
TYBU	61	8	29	2
OSMA	36	5	24	35
RVHL	37	11	35	17
DOKB	67	6	25	2
GOMQ	29	43	12	16
LTDS	69	6	18	7
RSSV	2	36	45	17
BBLC	65	10	15	10
JQTY	2	96	0	2
EAJB	47	51	0	2
BETR	98	1	0	1
WSFQ	82	3	2	13
NANQ	29	59	0	12
DKTR	21	32	23	24
SIUO	39	30	0	31
XSKR	37	8	29	26
XNHF	76	3	13	8
ZWLE	14	15	63	8
TZAT	52	46	0	2
KLCL	72	4	14	10
ICYY	70	16	3	11
XMML	26	62	8	4
LIJG	31	7	7	55
SKXW	16	33	24	27
BEUA	99	0	0	1
TMGL	64	23	11	2
NOIG	12	34	51	3
DSEK	4	47	29	20
SBBO	14	66	16	4
HRKG	79	1	14	6
VDVR	47	13	8	32
WPPA	0	53	44	3
LPQY	54	2	2	42
LEXM	86	0	2	12
WXZI	29	17	14	40
PJSO	24	29	39	8
LMND	24	65	9	2
CUIG	4	61	14	21
YXEP	20	0	79	1
SPSS	29	48	19	4
FXJI	66	7	26	1
SJJQ	18	30	39	13
CRCG	59	35	4	2
LOZA	38	52	7	3
WVLY	17	82	0	1
XYYJ	42	23	8	27
OVZA	63	8	17	12
XPLR	81	3	12	4
JKHH	37	16	38	9
OYRA	38	54	1	7
SEWE	46	23	28	3
TZAT	60	5	33	2
FZGJ	80	2	9	9
ORCB	13	36	50	1
XIAG	36	25	7	32
LPNJ	75	21	2	2
LGNU	13	74	4	9
YKQO	74	17	1	8
MTDI	0	92	6	2
RANG	73	20	5	2
KTAB	27	66	0	7
KPGA	56	28	14	2
XJRQ	71	0	27	2
VJAT	92	6	1	1
GANK	9	51	22	18
RQNM	75	2	2	21
EWIL	27	66	5	2
QVQA	75	20	2	3
JZIJ	13	28	9	50
OTPM	8	33	13	46
SDDY	92	6	1	1
NSHQ	86	0	8	6
EXJI	73	0	8	19
QFCQ	75	23	1	1
DSZF	54	23	21	2
RMBV	96	3	0	1
HASH	30	39	11	20
VGDJ	36	59	0	5
YBIE	93	0	2	5
AILI	51	33	8	8
LIMT	8	40	18	34
FKIL	36	16	15	33
LWVE	58	34	5	3
LSRA	91	4	1	4
RGZU	87	11	0	2
YQPH	49	36	10	5
QZSO	74	1	13	12
MPDY	85	11	0	4
PVTE	95	0	2	3
DJQM	40	57	1	2
FGXC	11	1	69	19
SYME	43	42	3	12
QVWA	10	30	21	39
UWCN	63	8	14	15
QBBI	9	1	22	68
IFVT	73	6	17	4
XGAN	34	19	23	24
OUMH	61	6	13	20
KUOM	80	6	1	13
WKVI	72	27	0	1
QAHJ	10	44	40	6
PCAH	92	7	0	1
HPBM	84	13	2	1
KHGY	92	5	0	3
VEEQ	31	12	51	6
TFXN	67	17	13	3
SNEW	31	2	38	29
VUWW	14	33	11	42
TALE	75	21	3	1
XVRQ	80	3	8	9
JDZE	29	6	45	20
TCBP	70	14	0	16
KITE	78	15	0	7
EMIY	69	2	22	7
SNGN	87	0	5	8
QWSW	29	36	34	1
YJPB	36	47	8	9
NXLA	47	27	4	22
QRGP	2	89	0	9
OUCV	44	31	18	7
LBIM	17	1	20	62
CTWI	33	18	10	39
PUMK	52	12	0	36
FMGH	59	39	0	2
OMFX	16	62	0	22
WDNH	49	47	2	2
XJGR	63	30	6	1
APLX	30	52	4	14
OBFP	6	82	6	6
GRKE	52	7	29	12
RZCA	32	31	11	26
CAPZ	12	38	28	22
WUAW	99	0	0	1
CHSL	5	1	61	33
SVNC	67	7	8	18
QIWZ	29	65	2	4
BQQY	44	53	1	2
XKIN	35	27	21	17
RKPG	44	36	8	12
EBWL	21	18	15	46
LDWS	88	9	0	3
RCMP	5	26	54	15
LFOI	78	16	5	1
YGSV	27	5	60	8
OTMF	72	3	11	14
HLVM	60	20	19	1
HDQK	37	38	18	7
WHDL	46	14	19	21
WEWP	75	4	2	19
IZKI	15	28	8	49
UTWE	25	73	1	1
DBLX	46	8	32	14
MJUG	85	14	0	1
HZWW	34	58	7	1
DGBF	27	42	2	29
OGGF	29	61	7	3
CKSH	1	39	50	10
PPCH	37	45	8	10
UZIX	8	61	30	1
UKRE	57	26	15	2
COBO	10	63	5	22
OEOI	49	6	24	21
RZXX	85	8	5	2
HXIF	19	58	6	17
AACL	78	19	1	2
ABTH	1	30	14	55
VUOP	54	21	3	22
KTHS	1	17	68	14
QTJX	98	1	0	1
DLXS	21	2	49	28
YEQV	28	40	14	18
DTPQ	26	11	37	26
GVST	73	18	3	6
IKJB	39	40	14	7
IRXI	42	28	14	16
PQXS	61	15	12	12
ZTHS	74	24	1	1
PEYM	37	15	30	18
UHUX	88	8	3	1
BSHV	67	4	19	10
EVAD	28	63	2	7
QCIQ	73	22	3	2
MYWB	23	65	9	3
JCVT	64	26	9	1
AZWC	81	4	6	9
JXJC	37	19	6	38
EMGD	91	0	5	4
ULUL	27	62	8	3
SFKQ	14	34	31	21
DLOX	61	12	2	25
ANYW	53	31	2	14
QPPT	68	10	5	17
NCQN	36	39	16	9
SZLF	91	4	0	5
ARGH	73	13	10	4
YVOT	18	51	3	28
PVXL	8	33	34	25
JYKG	69	14	5	12
